point_id,latitude,longitude,altitude_m,distance_from_start_m,slope_deg,bearing_deg,segment_length_m,data_source
514,-26.336256,26.945703,1555.8,102798.7,-0.0316,307.69,200.0,hardcoded-waypoints+spline-elevation
515,-26.335157,26.944115,1555.69,102998.6,-0.0319,307.69,200.0,hardcoded-waypoints+spline-elevation
516,-26.334057,26.942527,1555.58,103198.6,-0.0321,307.68,200.0,hardcoded-waypoints+spline-elevation
517,-26.332958,26.940939,1555.46,103398.6,-0.0323,307.68,200.0,hardcoded-waypoints+spline-elevation
518,-26.331859,26.939351,1555.35,103598.6,-0.0325,307.68,200.0,hardcoded-waypoints+spline-elevation
519,-26.330759,26.937763,1555.24,103798.6,-0.0327,307.68,200.0,hardcoded-waypoints+spline-elevation
520,-26.32966,26.936175,1555.12,103998.5,-0.0329,307.68,200.0,hardcoded-waypoints+spline-elevation
521,-26.32856,26.934587,1555.01,104198.5,-0.0331,307.68,200.0,hardcoded-waypoints+spline-elevation
522,-26.327461,26.932999,1554.89,104398.5,-0.0333,307.68,200.0,hardcoded-waypoints+spline-elevation
523,-26.326361,26.931411,1554.77,104598.5,-0.0335,307.68,200.0,hardcoded-waypoints+spline-elevation
524,-26.325262,26.929823,1554.66,104798.5,-0.0337,307.68,200.0,hardcoded-waypoints+spline-elevation
525,-26.324162,26.928235,1554.54,104998.5,-0.0339,307.68,200.0,hardcoded-waypoints+spline-elevation
526,-26.323063,26.926647,1554.42,105198.5,-0.0341,307.68,200.0,hardcoded-waypoints+spline-elevation
527,-26.321964,26.925059,1554.3,105398.5,-0.0343,307.68,200.0,hardcoded-waypoints+spline-elevation
528,-26.320864,26.92347,1554.18,105598.5,-0.0345,307.68,200.0,hardcoded-waypoints+spline-elevation
529,-26.319765,26.921882,1554.06,105798.4,-0.0347,307.68,200.0,hardcoded-waypoints+spline-elevation
530,-26.318665,26.920294,1553.93,105998.4,-0.0349,307.68,200.0,hardcoded-waypoints+spline-elevation
531,-26.317566,26.918706,1553.81,106198.4,-0.0351,307.68,200.0,hardcoded-waypoints+spline-elevation
532,-26.316466,26.917118,1553.69,106398.4,-0.0353,307.68,200.0,hardcoded-waypoints+spline-elevation
533,-26.315367,26.91553,1553.56,106598.4,-0.0355,307.68,200.0,hardcoded-waypoints+spline-elevation
534,-26.314268,26.913942,1553.44,106798.4,-0.0356,307.68,200.0,hardcoded-waypoints+spline-elevation
535,-26.313168,26.912354,1553.32,106998.4,-0.0358,307.68,200.0,hardcoded-waypoints+spline-elevation
536,-26.312069,26.910766,1553.19,107198.4,-0.036,307.68,200.0,hardcoded-waypoints+spline-elevation
537,-26.310969,26.909178,1553.06,107398.4,-0.0362,307.68,200.0,hardcoded-waypoints+spline-elevation
538,-26.30987,26.90759,1552.94,107598.4,-0.0363,307.68,200.0,hardcoded-waypoints+spline-elevation
539,-26.30877,26.906002,1552.81,107798.5,-0.0365,307.68,200.0,hardcoded-waypoints+spline-elevation
540,-26.307671,26.904414,1552.68,107998.5,-0.0367,307.68,200.0,hardcoded-waypoints+spline-elevation
541,-26.306571,26.902825,1552.55,108198.5,-0.0368,307.68,200.0,hardcoded-waypoints+spline-elevation
542,-26.305472,26.901237,1552.42,108398.5,-0.037,307.68,200.0,hardcoded-waypoints+spline-elevation
543,-26.304373,26.899649,1552.29,108598.5,-0.0372,307.68,200.0,hardcoded-waypoints+spline-elevation
544,-26.303273,26.898061,1552.16,108798.5,-0.0373,307.68,200.0,hardcoded-waypoints+spline-elevation
545,-26.302174,26.896473,1552.03,108998.5,-0.0375,307.68,200.0,hardcoded-waypoints+spline-elevation
546,-26.301074,26.894885,1551.9,109198.5,-0.0376,307.68,200.0,hardcoded-waypoints+spline-elevation
547,-26.299975,26.893297,1551.77,109398.5,-0.0378,307.68,200.0,hardcoded-waypoints+spline-elevation
548,-26.298875,26.891709,1551.64,109598.6,-0.0379,307.68,200.0,hardcoded-waypoints+spline-elevation
549,-26.297776,26.890121,1551.5,109798.6,-0.0381,307.68,200.0,hardcoded-waypoints+spline-elevation
550,-26.296677,26.888533,1551.37,109998.6,-0.0382,307.68,200.0,hardcoded-waypoints+spline-elevation
551,-26.295577,26.886945,1551.24,110198.6,-0.0384,307.68,200.0,hardcoded-waypoints+spline-elevation
552,-26.294478,26.885357,1551.1,110398.6,-0.0385,307.68,200.0,hardcoded-waypoints+spline-elevation
553,-26.293378,26.883769,1550.97,110598.7,-0.0386,307.68,200.0,hardcoded-waypoints+spline-elevation
554,-26.292279,26.882181,1550.83,110798.7,-0.0388,307.67,200.0,hardcoded-waypoints+spline-elevation
555,-26.291179,26.880592,1550.7,110998.7,-0.0389,307.67,200.0,hardcoded-waypoints+spline-elevation
556,-26.29008,26.879004,1550.56,111198.7,-0.039,307.67,200.0,hardcoded-waypoints+spline-elevation
557,-26.288981,26.877416,1550.42,111398.8,-0.0392,307.67,200.0,hardcoded-waypoints+spline-elevation
558,-26.287881,26.875828,1550.29,111598.8,-0.0393,307.67,200.0,hardcoded-waypoints+spline-elevation
559,-26.286782,26.87424,1550.15,111798.8,-0.0394,307.67,200.0,hardcoded-waypoints+spline-elevation
560,-26.285682,26.872652,1550.01,111998.9,-0.0395,307.67,200.0,hardcoded-waypoints+spline-elevation
561,-26.284583,26.871064,1549.87,112198.9,-0.0396,307.67,200.0,hardcoded-waypoints+spline-elevation
562,-26.283483,26.869476,1549.73,112398.9,-0.0398,307.67,200.0,hardcoded-waypoints+spline-elevation
563,-26.282384,26.867888,1549.59,112599.0,-0.0399,307.67,200.0,hardcoded-waypoints+spline-elevation
564,-26.281284,26.8663,1549.45,112799.0,-0.04,307.67,200.0,hardcoded-waypoints+spline-elevation
565,-26.280185,26.864712,1549.31,112999.0,-0.0401,307.67,200.0,hardcoded-waypoints+spline-elevation
566,-26.279086,26.863124,1549.17,113199.1,-0.0402,307.67,200.0,hardcoded-waypoints+spline-elevation
567,-26.277986,26.861536,1549.03,113399.1,-0.0403,307.67,200.0,hardcoded-waypoints+spline-elevation
568,-26.276887,26.859947,1548.89,113599.1,-0.0404,307.67,200.0,hardcoded-waypoints+spline-elevation
569,-26.275787,26.858359,1548.75,113799.2,-0.0405,307.67,200.0,hardcoded-waypoints+spline-elevation
570,-26.274688,26.856771,1548.61,113999.2,-0.0406,307.67,200.0,hardcoded-waypoints+spline-elevation
571,-26.273588,26.855183,1548.47,114199.3,-0.0407,307.67,200.0,hardcoded-waypoints+spline-elevation
572,-26.272489,26.853595,1548.32,114399.3,-0.0408,307.67,200.0,hardcoded-waypoints+spline-elevation
573,-26.27139,26.852007,1548.18,114599.4,-0.0409,307.67,200.0,hardcoded-waypoints+spline-elevation
574,-26.27029,26.850419,1548.04,114799.4,-0.041,307.67,200.0,hardcoded-waypoints+spline-elevation
575,-26.269191,26.848832,1547.89,114999.4,-0.0411,307.67,200.0,hardcoded-waypoints+spline-elevation
576,-26.268092,26.847244,1547.75,115199.3,-0.0412,307.67,200.0,hardcoded-waypoints+spline-elevation
577,-26.266993,26.845657,1547.61,115399.3,-0.0413,307.67,200.0,hardcoded-waypoints+spline-elevation
578,-26.265894,26.84407,1547.46,115599.3,-0.0414,307.67,200.0,hardcoded-waypoints+spline-elevation
579,-26.264795,26.842482,1547.32,115799.2,-0.0415,307.67,200.0,hardcoded-waypoints+spline-elevation
580,-26.263697,26.840895,1547.17,115999.2,-0.0415,307.67,200.0,hardcoded-waypoints+spline-elevation
581,-26.262598,26.839308,1547.03,116199.1,-0.0416,307.67,200.0,hardcoded-waypoints+spline-elevation
582,-26.261499,26.83772,1546.88,116399.1,-0.0417,307.67,200.0,hardcoded-waypoints+spline-elevation
583,-26.2604,26.836133,1546.74,116599.1,-0.0418,307.67,200.0,hardcoded-waypoints+spline-elevation
584,-26.259301,26.834546,1546.59,116799.0,-0.0419,307.67,200.0,hardcoded-waypoints+spline-elevation
585,-26.258202,26.832958,1546.44,116999.0,-0.042,307.67,200.0,hardcoded-waypoints+spline-elevation
586,-26.257103,26.831371,1546.3,117198.9,-0.0421,307.67,200.0,hardcoded-waypoints+spline-elevation
587,-26.256004,26.829784,1546.15,117398.9,-0.0422,307.67,200.0,hardcoded-waypoints+spline-elevation
588,-26.254905,26.828197,1546.0,117598.9,-0.0423,307.67,200.0,hardcoded-waypoints+spline-elevation
589,-26.253806,26.826609,1545.85,117798.8,-0.0424,307.67,200.0,hardcoded-waypoints+spline-elevation
590,-26.252708,26.825022,1545.71,117998.8,-0.0425,307.67,200.0,hardcoded-waypoints+spline-elevation
591,-26.251609,26.823435,1545.56,118198.8,-0.0426,307.67,200.0,hardcoded-waypoints+spline-elevation
592,-26.25051,26.821847,1545.41,118398.8,-0.0427,307.66,200.0,hardcoded-waypoints+spline-elevation
593,-26.249411,26.82026,1545.26,118598.7,-0.0428,307.66,200.0,hardcoded-waypoints+spline-elevation
594,-26.248312,26.818673,1545.11,118798.7,-0.0429,307.66,200.0,hardcoded-waypoints+spline-elevation
595,-26.247213,26.817085,1544.96,118998.7,-0.043,307.66,200.0,hardcoded-waypoints+spline-elevation
596,-26.246114,26.815498,1544.81,119198.7,-0.0431,307.66,200.0,hardcoded-waypoints+spline-elevation
597,-26.245015,26.813911,1544.66,119398.6,-0.0432,307.66,200.0,hardcoded-waypoints+spline-elevation
598,-26.243916,26.812324,1544.51,119598.6,-0.0433,307.66,200.0,hardcoded-waypoints+spline-elevation
599,-26.242817,26.810736,1544.35,119798.6,-0.0434,307.66,200.0,hardcoded-waypoints+spline-elevation
600,-26.241719,26.809149,1544.2,119998.6,-0.0435,307.66,200.0,hardcoded-waypoints+spline-elevation
601,-26.24062,26.807562,1544.05,120198.6,-0.0436,307.66,200.0,hardcoded-waypoints+spline-elevation
602,-26.239521,26.805974,1543.9,120398.5,-0.0437,307.66,200.0,hardcoded-waypoints+spline-elevation
603,-26.238422,26.804387,1543.74,120598.5,-0.0438,307.66,200.0,hardcoded-waypoints+spline-elevation
604,-26.237323,26.8028,1543.59,120798.5,-0.044,307.66,200.0,hardcoded-waypoints+spline-elevation
605,-26.236224,26.801212,1543.44,120998.5,-0.0441,307.66,200.0,hardcoded-waypoints+spline-elevation
606,-26.235125,26.799625,1543.28,121198.5,-0.0442,307.66,200.0,hardcoded-waypoints+spline-elevation
607,-26.234026,26.798038,1543.13,121398.5,-0.0443,307.66,200.0,hardcoded-waypoints+spline-elevation
608,-26.232927,26.796451,1542.97,121598.5,-0.0444,307.66,200.0,hardcoded-waypoints+spline-elevation
609,-26.231828,26.794863,1542.82,121798.5,-0.0445,307.66,200.0,hardcoded-waypoints+spline-elevation
610,-26.230729,26.793276,1542.66,121998.5,-0.0446,307.66,200.0,hardcoded-waypoints+spline-elevation
611,-26.229631,26.791689,1542.51,122198.4,-0.0447,307.66,200.0,hardcoded-waypoints+spline-elevation
612,-26.228532,26.790101,1542.35,122398.4,-0.0448,307.66,200.0,hardcoded-waypoints+spline-elevation
613,-26.227433,26.788514,1542.19,122598.4,-0.045,307.66,200.0,hardcoded-waypoints+spline-elevation
614,-26.226334,26.786927,1542.04,122798.4,-0.0451,307.66,200.0,hardcoded-waypoints+spline-elevation
615,-26.225235,26.785339,1541.88,122998.4,-0.0452,307.66,200.0,hardcoded-waypoints+spline-elevation
616,-26.224136,26.783752,1541.72,123198.4,-0.0453,307.66,200.0,hardcoded-waypoints+spline-elevation
617,-26.223037,26.782165,1541.56,123398.4,-0.0454,307.66,200.0,hardcoded-waypoints+spline-elevation
618,-26.221938,26.780578,1541.4,123598.4,-0.0455,307.66,200.0,hardcoded-waypoints+spline-elevation
619,-26.220839,26.77899,1541.24,123798.4,-0.0457,307.66,200.0,hardcoded-waypoints+spline-elevation
620,-26.21974,26.777403,1541.08,123998.5,-0.0458,307.66,200.0,hardcoded-waypoints+spline-elevation
621,-26.218642,26.775816,1540.92,124198.5,-0.0459,307.66,200.0,hardcoded-waypoints+spline-elevation
622,-26.217543,26.774228,1540.76,124398.5,-0.046,307.66,200.0,hardcoded-waypoints+spline-elevation
623,-26.216444,26.772641,1540.6,124598.5,-0.0461,307.66,200.0,hardcoded-waypoints+spline-elevation
624,-26.215345,26.771054,1540.44,124798.5,-0.0463,307.66,200.0,hardcoded-waypoints+spline-elevation
625,-26.214246,26.769466,1540.28,124998.5,-0.0464,307.66,200.0,hardcoded-waypoints+spline-elevation
626,-26.213147,26.767879,1540.11,125198.5,-0.0465,307.66,200.0,hardcoded-waypoints+spline-elevation
627,-26.212048,26.766292,1539.95,125398.5,-0.0466,307.66,200.0,hardcoded-waypoints+spline-elevation
628,-26.210949,26.764704,1539.79,125598.5,-0.0468,307.66,200.0,hardcoded-waypoints+spline-elevation
629,-26.20985,26.763117,1539.63,125798.6,-0.0469,307.66,200.0,hardcoded-waypoints+spline-elevation
630,-26.208751,26.76153,1539.46,125998.6,-0.047,307.65,200.0,hardcoded-waypoints+spline-elevation
631,-26.207653,26.759943,1539.3,126198.6,-0.0471,307.65,200.0,hardcoded-waypoints+spline-elevation
632,-26.206554,26.758355,1539.13,126398.6,-0.0473,307.65,200.0,hardcoded-waypoints+spline-elevation
633,-26.205455,26.756768,1538.97,126598.6,-0.0474,307.65,200.0,hardcoded-waypoints+spline-elevation
634,-26.204356,26.755181,1538.8,126798.6,-0.0475,307.65,200.0,hardcoded-waypoints+spline-elevation
635,-26.203257,26.753593,1538.63,126998.7,-0.0477,307.65,200.0,hardcoded-waypoints+spline-elevation
636,-26.202158,26.752006,1538.47,127198.7,-0.0478,307.65,200.0,hardcoded-waypoints+spline-elevation
637,-26.201059,26.750419,1538.3,127398.7,-0.0479,307.65,200.0,hardcoded-waypoints+spline-elevation
638,-26.19996,26.748831,1538.13,127598.7,-0.0481,307.65,200.0,hardcoded-waypoints+spline-elevation
639,-26.198861,26.747244,1537.96,127798.8,-0.0482,307.65,200.0,hardcoded-waypoints+spline-elevation
640,-26.197762,26.745657,1537.79,127998.8,-0.0483,307.65,200.0,hardcoded-waypoints+spline-elevation
641,-26.196664,26.74407,1537.63,128198.8,-0.0485,307.65,200.0,hardcoded-waypoints+spline-elevation
642,-26.195565,26.742482,1537.46,128398.9,-0.0486,307.65,200.0,hardcoded-waypoints+spline-elevation
643,-26.194466,26.740895,1537.29,128598.9,-0.0487,307.65,200.0,hardcoded-waypoints+spline-elevation
644,-26.193367,26.739308,1537.11,128798.9,-0.0489,307.65,200.0,hardcoded-waypoints+spline-elevation
645,-26.192268,26.73772,1536.94,128999.0,-0.049,307.65,200.0,hardcoded-waypoints+spline-elevation
646,-26.191169,26.736133,1536.77,129199.0,-0.0491,307.65,200.0,hardcoded-waypoints+spline-elevation
647,-26.19007,26.734546,1536.6,129399.0,-0.0493,307.65,200.0,hardcoded-waypoints+spline-elevation
648,-26.188971,26.732958,1536.43,129599.1,-0.0494,307.65,200.0,hardcoded-waypoints+spline-elevation
649,-26.187872,26.731371,1536.25,129799.1,-0.0496,307.65,200.0,hardcoded-waypoints+spline-elevation
650,-26.186773,26.729784,1536.08,129999.2,-0.0497,307.65,200.0,hardcoded-waypoints+spline-elevation
651,-26.185675,26.728197,1535.91,130199.2,-0.0498,307.65,200.0,hardcoded-waypoints+spline-elevation
652,-26.184576,26.726609,1535.73,130399.2,-0.05,307.65,200.0,hardcoded-waypoints+spline-elevation
653,-26.183477,26.725022,1535.56,130599.3,-0.0501,307.65,200.0,hardcoded-waypoints+spline-elevation
654,-26.182378,26.723435,1535.38,130799.3,-0.0503,307.65,200.0,hardcoded-waypoints+spline-elevation
655,-26.181279,26.721847,1535.21,130999.4,-0.0504,307.65,200.0,hardcoded-waypoints+spline-elevation
656,-26.18018,26.72026,1535.03,131199.4,-0.0506,307.65,200.0,hardcoded-waypoints+spline-elevation
657,-26.179036,26.718714,1534.85,131399.4,-0.0507,309.52,199.9,hardcoded-waypoints+spline-elevation
658,-26.177883,26.717177,1534.68,131599.3,-0.0508,309.89,200.0,hardcoded-waypoints+spline-elevation
659,-26.176729,26.715639,1534.5,131799.3,-0.051,309.89,200.0,hardcoded-waypoints+spline-elevation
660,-26.175576,26.714102,1534.32,131999.2,-0.0511,309.89,200.0,hardcoded-waypoints+spline-elevation
661,-26.174423,26.712564,1534.14,132199.2,-0.0512,309.89,200.0,hardcoded-waypoints+spline-elevation
662,-26.17327,26.711027,1533.96,132399.2,-0.0513,309.88,200.0,hardcoded-waypoints+spline-elevation
663,-26.172117,26.709489,1533.78,132599.1,-0.0514,309.88,200.0,hardcoded-waypoints+spline-elevation
664,-26.170964,26.707952,1533.6,132799.1,-0.0515,309.88,200.0,hardcoded-waypoints+spline-elevation
665,-26.16981,26.706414,1533.42,132999.1,-0.0516,309.88,200.0,hardcoded-waypoints+spline-elevation
666,-26.168657,26.704876,1533.24,133199.0,-0.0516,309.88,200.0,hardcoded-waypoints+spline-elevation
667,-26.167504,26.703339,1533.06,133399.0,-0.0517,309.88,200.0,hardcoded-waypoints+spline-elevation
668,-26.166351,26.701801,1532.88,133599.0,-0.0518,309.88,200.0,hardcoded-waypoints+spline-elevation
669,-26.165198,26.700264,1532.7,133798.9,-0.0518,309.88,200.0,hardcoded-waypoints+spline-elevation
670,-26.164045,26.698726,1532.52,133998.9,-0.0518,309.88,200.0,hardcoded-waypoints+spline-elevation
671,-26.162892,26.697189,1532.34,134198.9,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
672,-26.161738,26.695651,1532.16,134398.8,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
673,-26.160585,26.694114,1531.98,134598.8,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
674,-26.159432,26.692576,1531.79,134798.8,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
675,-26.158279,26.691039,1531.61,134998.8,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
676,-26.157126,26.689501,1531.43,135198.7,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
677,-26.155973,26.687963,1531.25,135398.7,-0.0519,309.88,200.0,hardcoded-waypoints+spline-elevation
678,-26.154819,26.686426,1531.07,135598.7,-0.0518,309.88,200.0,hardcoded-waypoints+spline-elevation
679,-26.153666,26.684888,1530.89,135798.7,-0.0518,309.88,200.0,hardcoded-waypoints+spline-elevation
680,-26.152513,26.683351,1530.71,135998.7,-0.0517,309.88,200.0,hardcoded-waypoints+spline-elevation
681,-26.15136,26.681813,1530.53,136198.6,-0.0517,309.88,200.0,hardcoded-waypoints+spline-elevation
682,-26.150207,26.680276,1530.35,136398.6,-0.0516,309.88,200.0,hardcoded-waypoints+spline-elevation
683,-26.149054,26.678738,1530.17,136598.6,-0.0516,309.88,200.0,hardcoded-waypoints+spline-elevation
684,-26.1479,26.677201,1529.99,136798.6,-0.0515,309.88,200.0,hardcoded-waypoints+spline-elevation
685,-26.146747,26.675663,1529.81,136998.6,-0.0514,309.88,200.0,hardcoded-waypoints+spline-elevation
686,-26.145594,26.674126,1529.63,137198.6,-0.0513,309.88,200.0,hardcoded-waypoints+spline-elevation
687,-26.144441,26.672588,1529.45,137398.6,-0.0512,309.88,200.0,hardcoded-waypoints+spline-elevation
688,-26.143288,26.67105,1529.27,137598.6,-0.0511,309.88,200.0,hardcoded-waypoints+spline-elevation
689,-26.142135,26.669513,1529.1,137798.5,-0.0509,309.88,200.0,hardcoded-waypoints+spline-elevation
690,-26.140982,26.667975,1528.92,137998.5,-0.0508,309.88,200.0,hardcoded-waypoints+spline-elevation
691,-26.139828,26.666438,1528.74,138198.5,-0.0507,309.88,200.0,hardcoded-waypoints+spline-elevation
692,-26.138675,26.6649,1528.57,138398.5,-0.0505,309.88,200.0,hardcoded-waypoints+spline-elevation
693,-26.137522,26.663363,1528.39,138598.5,-0.0503,309.88,200.0,hardcoded-waypoints+spline-elevation
694,-26.136369,26.661825,1528.21,138798.5,-0.0502,309.88,200.0,hardcoded-waypoints+spline-elevation
695,-26.135216,26.660288,1528.04,138998.5,-0.05,309.88,200.0,hardcoded-waypoints+spline-elevation
696,-26.134063,26.65875,1527.87,139198.5,-0.0498,309.88,200.0,hardcoded-waypoints+spline-elevation
697,-26.132909,26.657213,1527.69,139398.5,-0.0496,309.88,200.0,hardcoded-waypoints+spline-elevation
698,-26.131756,26.655675,1527.52,139598.5,-0.0494,309.87,200.0,hardcoded-waypoints+spline-elevation
699,-26.130603,26.654137,1527.35,139798.5,-0.0492,309.87,200.0,hardcoded-waypoints+spline-elevation
700,-26.12945,26.6526,1527.18,139998.5,-0.049,309.87,200.0,hardcoded-waypoints+spline-elevation
701,-26.128297,26.651062,1527.01,140198.5,-0.0488,309.87,200.0,hardcoded-waypoints+spline-elevation
702,-26.127144,26.649525,1526.84,140398.6,-0.0485,309.87,200.0,hardcoded-waypoints+spline-elevation
703,-26.12599,26.647987,1526.67,140598.6,-0.0483,309.87,200.0,hardcoded-waypoints+spline-elevation
704,-26.124837,26.64645,1526.5,140798.6,-0.048,309.87,200.0,hardcoded-waypoints+spline-elevation
705,-26.123684,26.644912,1526.33,140998.6,-0.0478,309.87,200.0,hardcoded-waypoints+spline-elevation
706,-26.122531,26.643375,1526.17,141198.6,-0.0475,309.87,200.0,hardcoded-waypoints+spline-elevation
707,-26.121378,26.641837,1526.0,141398.6,-0.0472,309.87,200.0,hardcoded-waypoints+spline-elevation
708,-26.120225,26.6403,1525.84,141598.6,-0.0469,309.87,200.0,hardcoded-waypoints+spline-elevation
709,-26.119072,26.638762,1525.68,141798.6,-0.0466,309.87,200.0,hardcoded-waypoints+spline-elevation
710,-26.117918,26.637225,1525.52,141998.7,-0.0463,309.87,200.0,hardcoded-waypoints+spline-elevation
711,-26.116765,26.635687,1525.35,142198.7,-0.046,309.87,200.0,hardcoded-waypoints+spline-elevation
712,-26.115612,26.634149,1525.19,142398.7,-0.0457,309.87,200.0,hardcoded-waypoints+spline-elevation
713,-26.114459,26.632612,1525.04,142598.7,-0.0454,309.87,200.0,hardcoded-waypoints+spline-elevation
714,-26.113306,26.631074,1524.88,142798.7,-0.045,309.87,200.0,hardcoded-waypoints+spline-elevation
715,-26.112153,26.629537,1524.72,142998.8,-0.0447,309.87,200.0,hardcoded-waypoints+spline-elevation
716,-26.110999,26.627999,1524.57,143198.8,-0.0443,309.87,200.0,hardcoded-waypoints+spline-elevation
717,-26.109846,26.626462,1524.41,143398.8,-0.044,309.87,200.0,hardcoded-waypoints+spline-elevation
718,-26.108693,26.624924,1524.26,143598.8,-0.0436,309.87,200.0,hardcoded-waypoints+spline-elevation
719,-26.10754,26.623387,1524.11,143798.9,-0.0432,309.87,200.0,hardcoded-waypoints+spline-elevation
720,-26.106387,26.621849,1523.96,143998.9,-0.0428,309.87,200.0,hardcoded-waypoints+spline-elevation
721,-26.105234,26.620312,1523.81,144198.9,-0.0424,309.87,200.0,hardcoded-waypoints+spline-elevation
722,-26.104081,26.618774,1523.67,144398.9,-0.042,309.87,200.0,hardcoded-waypoints+spline-elevation
723,-26.102927,26.617236,1523.52,144599.0,-0.0416,309.87,200.0,hardcoded-waypoints+spline-elevation
724,-26.101774,26.615699,1523.38,144799.0,-0.0412,309.87,200.0,hardcoded-waypoints+spline-elevation
725,-26.100621,26.614161,1523.24,144999.0,-0.0408,309.87,200.0,hardcoded-waypoints+spline-elevation
726,-26.099468,26.612624,1523.09,145199.1,-0.0403,309.87,200.0,hardcoded-waypoints+spline-elevation
727,-26.098315,26.611086,1522.96,145399.1,-0.0399,309.87,200.0,hardcoded-waypoints+spline-elevation
728,-26.097162,26.609549,1522.82,145599.2,-0.0394,309.87,200.0,hardcoded-waypoints+spline-elevation
729,-26.096008,26.608011,1522.68,145799.2,-0.039,309.87,200.0,hardcoded-waypoints+spline-elevation
730,-26.094855,26.606474,1522.55,145999.2,-0.0385,309.87,200.0,hardcoded-waypoints+spline-elevation
731,-26.093702,26.604936,1522.41,146199.3,-0.038,309.87,200.0,hardcoded-waypoints+spline-elevation
732,-26.092549,26.603399,1522.28,146399.3,-0.0375,309.87,200.0,hardcoded-waypoints+spline-elevation
733,-26.091396,26.601861,1522.15,146599.4,-0.037,309.87,200.0,hardcoded-waypoints+spline-elevation
734,-26.090243,26.600323,1522.03,146799.4,-0.0365,309.86,200.0,hardcoded-waypoints+spline-elevation
735,-26.088995,26.598883,1521.9,146999.2,-0.036,313.97,199.8,hardcoded-waypoints+spline-elevation
736,-26.087722,26.597469,1521.78,147199.2,-0.0355,315.06,200.0,hardcoded-waypoints+spline-elevation
737,-26.086449,26.596054,1521.66,147399.2,-0.0351,315.06,200.0,hardcoded-waypoints+spline-elevation
738,-26.085176,26.59464,1521.53,147599.1,-0.0346,315.06,200.0,hardcoded-waypoints+spline-elevation
739,-26.083903,26.593226,1521.41,147799.1,-0.0343,315.06,200.0,hardcoded-waypoints+spline-elevation
740,-26.08263,26.591811,1521.3,147999.1,-0.0339,315.06,200.0,hardcoded-waypoints+spline-elevation
741,-26.081357,26.590397,1521.18,148199.0,-0.0336,315.06,200.0,hardcoded-waypoints+spline-elevation
742,-26.080084,26.588983,1521.06,148399.0,-0.0334,315.06,200.0,hardcoded-waypoints+spline-elevation
743,-26.078811,26.587568,1520.95,148599.0,-0.0331,315.06,200.0,hardcoded-waypoints+spline-elevation
744,-26.077539,26.586154,1520.83,148799.0,-0.0329,315.06,200.0,hardcoded-waypoints+spline-elevation
745,-26.076266,26.58474,1520.72,148998.9,-0.0328,315.06,200.0,hardcoded-waypoints+spline-elevation
746,-26.074993,26.583325,1520.6,149198.9,-0.0327,315.06,200.0,hardcoded-waypoints+spline-elevation
747,-26.07372,26.581911,1520.49,149398.9,-0.0326,315.06,200.0,hardcoded-waypoints+spline-elevation
748,-26.072447,26.580496,1520.38,149598.8,-0.0325,315.06,200.0,hardcoded-waypoints+spline-elevation
749,-26.071174,26.579082,1520.26,149798.8,-0.0325,315.06,200.0,hardcoded-waypoints+spline-elevation
750,-26.069901,26.577668,1520.15,149998.8,-0.0325,315.06,200.0,hardcoded-waypoints+spline-elevation
751,-26.068628,26.576253,1520.04,150198.8,-0.0326,315.06,200.0,hardcoded-waypoints+spline-elevation
752,-26.067355,26.574839,1519.92,150398.8,-0.0327,315.05,200.0,hardcoded-waypoints+spline-elevation
753,-26.066082,26.573425,1519.81,150598.7,-0.0329,315.05,200.0,hardcoded-waypoints+spline-elevation
754,-26.064809,26.57201,1519.69,150798.7,-0.033,315.05,200.0,hardcoded-waypoints+spline-elevation
755,-26.063536,26.570596,1519.58,150998.7,-0.0332,315.05,200.0,hardcoded-waypoints+spline-elevation
756,-26.062263,26.569182,1519.46,151198.7,-0.0335,315.05,200.0,hardcoded-waypoints+spline-elevation
757,-26.06099,26.567767,1519.34,151398.7,-0.0338,315.05,200.0,hardcoded-waypoints+spline-elevation
758,-26.059718,26.566353,1519.22,151598.7,-0.0341,315.05,200.0,hardcoded-waypoints+spline-elevation
759,-26.058445,26.564938,1519.1,151798.7,-0.0345,315.05,200.0,hardcoded-waypoints+spline-elevation
760,-26.057172,26.563524,1518.98,151998.6,-0.0349,315.05,200.0,hardcoded-waypoints+spline-elevation
761,-26.055899,26.56211,1518.86,152198.6,-0.0353,315.05,200.0,hardcoded-waypoints+spline-elevation
762,-26.054626,26.560695,1518.73,152398.6,-0.0358,315.05,200.0,hardcoded-waypoints+spline-elevation
763,-26.053353,26.559281,1518.6,152598.6,-0.0363,315.05,200.0,hardcoded-waypoints+spline-elevation
764,-26.05208,26.557867,1518.48,152798.6,-0.0368,315.05,200.0,hardcoded-waypoints+spline-elevation
765,-26.050807,26.556452,1518.35,152998.6,-0.0374,315.05,200.0,hardcoded-waypoints+spline-elevation
766,-26.049534,26.555038,1518.21,153198.6,-0.038,315.05,200.0,hardcoded-waypoints+spline-elevation
767,-26.048261,26.553624,1518.08,153398.6,-0.0387,315.05,200.0,hardcoded-waypoints+spline-elevation
